client_id,accuracy,f1
6,0.0611353711790393,0.013405971992814006
6,0.07598253275109171,0.02498702102746778
6,0.0794759825327511,0.030742563516796592
6,0.10393013100436681,0.048787318135738576
6,0.13624454148471615,0.06339169660300112
6,0.16244541484716157,0.07282187354610835
6,0.1737991266375546,0.0910885508853065
6,0.19563318777292577,0.10420131387983048
6,0.211353711790393,0.11071339683827915
6,0.22183406113537119,0.11982362261829595
6,0.2314410480349345,0.13090849750263384
6,0.2314410480349345,0.1358003434560272
6,0.26375545851528387,0.15846775227520554
6,0.2593886462882096,0.14262780414194112
6,0.251528384279476,0.15982391349422653
6,0.28209606986899566,0.1678206310138174
6,0.27074235807860264,0.1673831851175535
6,0.28646288209606985,0.1696249522685098
6,0.2724890829694323,0.15791282560245165
6,0.28820960698689957,0.1728283752401568
6,0.28646288209606985,0.17552152694251424
6,0.29694323144104806,0.17960814203054412
6,0.314410480349345,0.1915463004355853
6,0.2986899563318777,0.17753477548911697
6,0.30305676855895197,0.18164908408442634
6,0.30305676855895197,0.17950131140729517
6,0.2925764192139738,0.17952907725549808
6,0.3091703056768559,0.17980797652991545
6,0.30131004366812225,0.18034048837240924
6,0.30305676855895197,0.1862665726162496
6,0.3056768558951965,0.1815860975455901
6,0.3056768558951965,0.1811845355653823
6,0.28908296943231443,0.17992155548801617
6,0.31353711790393013,0.19175042162742156
6,0.3056768558951965,0.1881574237691174
6,0.30131004366812225,0.18070541453199895
6,0.2934497816593886,0.17820295899361227
6,0.3021834061135371,0.19146967209960278
6,0.3056768558951965,0.19529802233578375
6,0.28908296943231443,0.17994849039565455
6,0.2908296943231441,0.18163201439105695
6,0.29694323144104806,0.18559844419292637
6,0.3091703056768559,0.19906418054010497
6,0.28646288209606985,0.18071002197005764
6,0.29781659388646287,0.1903919239016739
6,0.28995633187772923,0.18171043097835649
6,0.28995633187772923,0.18405995958173837
6,0.2960698689956332,0.18797052464879097
6,0.3021834061135371,0.19124741778478646
6,0.28646288209606985,0.18150473926013277
6,0.03755458515283843,0.005054198353652589
6,0.04978165938864629,0.018134202852239253
6,0.09956331877729258,0.03159569124364812
6,0.12489082969432315,0.047448365661754296
6,0.1423580786026201,0.06067005602279002
6,0.1537117903930131,0.08008550805515618
6,0.1799126637554585,0.09167815166573899
6,0.2017467248908297,0.09968585367157763
6,0.21222707423580786,0.11595591143319553
6,0.2262008733624454,0.12355611909377882
6,0.23930131004366811,0.12997291382553708
6,0.2445414847161572,0.1370370475689727
6,0.25589519650655024,0.14791600196917618
6,0.25589519650655024,0.1478970924569416
6,0.27161572052401745,0.1565309301138888
6,0.2663755458515284,0.15011034725737854
6,0.28646288209606985,0.16607223537840352
6,0.28034934497816594,0.15606924621631182
6,0.2786026200873362,0.15755572584004227
6,0.30043668122270745,0.17415792819689827
6,0.2812227074235808,0.1677490628973071
6,0.28646288209606985,0.16424273472397694
6,0.2995633187772926,0.16945818696836715
6,0.3021834061135371,0.17621163647694618
6,0.30655021834061136,0.1804374944148932
6,0.28646288209606985,0.1675474423809924
6,0.30480349344978164,0.17702591346482366
6,0.30305676855895197,0.18117507786412548
6,0.29694323144104806,0.1706832088374201
6,0.31004366812227074,0.18504903670950462
6,0.30043668122270745,0.17487886315217832
6,0.3056768558951965,0.17770988393337833
6,0.30655021834061136,0.1848047234867694
6,0.30131004366812225,0.17626308581838862
6,0.30305676855895197,0.1817069195935741
6,0.2960698689956332,0.18067238332798574
6,0.30480349344978164,0.18271183029126992
6,0.3056768558951965,0.18418144352539648
6,0.30305676855895197,0.182575867534202
6,0.29781659388646287,0.1767353480782112
6,0.3056768558951965,0.1863850486312808
6,0.29781659388646287,0.18812203454914841
6,0.2986899563318777,0.18841336844441245
6,0.2925764192139738,0.18288427875192054
6,0.2995633187772926,0.1905511163004489
6,0.2986899563318777,0.181695635192578
6,0.30480349344978164,0.18889354391811655
6,0.2943231441048035,0.18547437742735393
6,0.30043668122270745,0.19224270224539958
6,0.2960698689956332,0.18865669176326486
